"","Sample","ARO","Pathogen","Reads","MAPQ","Drug","Mechanism","AMR_Family","Gene_Length","FPKM"
"3049","LKMG003-288.allele_mapping_data.txt","OprA","Pseudomonas aeruginosa",3,11,"macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; tetracycline antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1404,8.62400365161012
"3050","LKMG003-288.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",14,17.81,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,47.9257607509326
"3051","LKMG003-288.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",32,19.48,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,87.3245968130583
"3052","LKMG003-288.allele_mapping_data.txt","mtrD","Neisseria meningitidis",41,13.63,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,51.6471229922269
"3053","LKMG003-288.allele_mapping_data.txt","MexB","Pseudomonas aeruginosa",4,11,"macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3141,5.1398073339109
"3054","LKMG003-288.allele_mapping_data.txt","smeB","Stenotrophomonas maltophilia",1,11,"aminoglycoside antibiotic; cephalosporin; cephamycin; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3150,1.28128054252493
"3055","LKMG003-288.allele_mapping_data.txt","patA","Streptococcus pneumoniae",55,18.68,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,130.962745718256
"3056","LKMG003-288.allele_mapping_data.txt","patB","Streptococcus pneumoniae",46,19.74,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,105.069355184982
"3057","LKMG003-288.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",35,20.06,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,117.717649844478
"3058","LKMG003-288.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",14,17.29,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,66.5541483219665
"3059","LKMG003-288.allele_mapping_data.txt","hmrM","Haemophilus influenzae",4,20.5,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1395,11.5728565131284
"3060","LKMG003-288.allele_mapping_data.txt","farB","Neisseria meningitidis",1,11,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1527,2.64311310344043
"3061","LKMG003-288.allele_mapping_data.txt","MuxB","Pseudomonas aeruginosa",1,11,"macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3132,1.28864422380381
"3062","LKMG003-288.allele_mapping_data.txt","OprZ","Achromobacter insuavis",1,11,"macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1392,2.89944950355858
"3063","LKMG003-288.allele_mapping_data.txt","rpoB2","Nocardia farcinica",5,11.5,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,5.78394054020283
"3064","LKMG003-288.allele_mapping_data.txt","Staphylococcus aureus mupA conferring resistance to mupirocin","Staphylococcus aureus",1,11,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3075,1.31253128746456
"3065","LKMG003-288.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",8,12.19,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,9.06719170784282
"3066","LKMG003-288.allele_mapping_data.txt","mef(E)","Streptococcus pneumoniae",1,12,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1212,3.33006081596826
"3067","LKMG003-289.allele_mapping_data.txt","adeF","Acinetobacter baumannii",1,20.5,"fluoroquinolone antibiotic; tetracycline antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3180,1.26919299023696
"3068","LKMG003-289.allele_mapping_data.txt","mtrE","Neisseria gonorrhoeae",3,17.5,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1404,8.62400365161012
"3069","LKMG003-289.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",7,16.71,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,14.6006387404004
"3070","LKMG003-289.allele_mapping_data.txt","tet(37)","uncultured bacterium",1,22,"tetracycline antibiotic","antibiotic inactivation","tetracycline inactivation enzyme",327,12.3426107307448
"3071","LKMG003-289.allele_mapping_data.txt","evgA","Escherichia coli",1,22,"macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump",615,6.56265643732282
"3072","LKMG003-289.allele_mapping_data.txt","mel","Streptococcus pyogenes",102,19.04,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,337.992970700543
"3073","LKMG003-289.allele_mapping_data.txt","mtrC","Neisseria meningitidis",4,19,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1239,13.0299716188976
"3074","LKMG003-289.allele_mapping_data.txt","ErmB","Enterococcus faecium",5,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",747,27.0149511978148
"3075","LKMG003-289.allele_mapping_data.txt","mtrA","Neisseria gonorrhoeae",2,12,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",906,8.90956668643165
"3076","LKMG003-289.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",2,14,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,6.84653725013323
"3077","LKMG003-289.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",1,21,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,2.72889365040807
"3078","LKMG003-289.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",18,21.81,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,37.8378160214394
"3079","LKMG003-289.allele_mapping_data.txt","APH(3'')-Ib","Pseudomonas aeruginosa",2,22,"aminoglycoside antibiotic","antibiotic inactivation","APH(3'')",804,10.0398848481431
"3080","LKMG003-289.allele_mapping_data.txt","mtrD","Neisseria meningitidis",26,16.68,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,32.7518340926317
"3081","LKMG003-289.allele_mapping_data.txt","tlrC","Streptomyces fradiae",1,11,"macrolide antibiotic; lincosamide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1647,2.45053655674167
"3082","LKMG003-289.allele_mapping_data.txt","patA","Streptococcus pneumoniae",278,20.13,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,661.957151085005
"3083","LKMG003-289.allele_mapping_data.txt","patB","Streptococcus pneumoniae",240,20.22,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,548.187940095557
"3084","LKMG003-289.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",136,19.02,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,457.417153681401
"3085","LKMG003-289.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",95,17.39,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,451.617435041915
"3086","LKMG003-289.allele_mapping_data.txt","hmrM","Haemophilus influenzae",2,19.5,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1395,5.78642825656421
"3087","LKMG003-289.allele_mapping_data.txt","farA","Neisseria meningitidis",2,15.75,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1155,6.9888029592269
"3088","LKMG003-289.allele_mapping_data.txt","farB","Neisseria meningitidis",3,21.5,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1527,7.92933931032129
"3089","LKMG003-289.allele_mapping_data.txt","tetB(60)","uncultured bacterium",4,16.12,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,9.27823841138744
"3090","LKMG003-289.allele_mapping_data.txt","tetA(46)","Streptococcus australis",4,21.5,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1725,9.35891874539951
"3091","LKMG003-289.allele_mapping_data.txt","tetB(46)","Streptococcus australis",4,19.5,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1737,9.29426300277153
"3092","LKMG003-289.allele_mapping_data.txt","tetA(60)","uncultured bacterium",6,18.25,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,13.9173576170812
"3093","LKMG003-289.allele_mapping_data.txt","MuxB","Pseudomonas aeruginosa",1,11,"macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3132,1.28864422380381
"3094","LKMG003-289.allele_mapping_data.txt","ICR-Mo","Moraxella osloensis",1,20.5,"peptide antibiotic","antibiotic target alteration","intrinsic colistin resistant phosphoethanolamine transferase",1677,2.40669869347259
"3095","LKMG003-289.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",1,11,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,1.2142099004072
"3096","LKMG003-289.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",5,10.7,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,5.66699481740176
"3097","LKMG003-289.allele_mapping_data.txt","vanR gene in vanO cluster","Rhodococcus hoagii",3,11,"glycopeptide antibiotic","antibiotic target alteration","glycopeptide resistance gene cluster; vanR",702,17.2480073032202
"3098","LKMG003-291.allele_mapping_data.txt","srmB","Streptomyces ambofaciens",2,11,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1653,4.88328337441444
"3099","LKMG003-291.allele_mapping_data.txt","adeF","Acinetobacter baumannii",1,11,"fluoroquinolone antibiotic; tetracycline antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3180,1.26919299023696
"3100","LKMG003-291.allele_mapping_data.txt","mtrE","Neisseria gonorrhoeae",5,16.8,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1404,14.3733394193502
"3101","LKMG003-291.allele_mapping_data.txt","tet(B)","Gram-negative bacterium",2,21.5,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1206,6.69325656542875
"3102","LKMG003-291.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",10,17.17,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,20.8580553434291
"3103","LKMG003-291.allele_mapping_data.txt","carA","Streptomyces thermotolerans",2,11,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1656,4.87443684656224
"3104","LKMG003-291.allele_mapping_data.txt","sul2","Vibrio cholerae",1,22,"sulfonamide antibiotic","antibiotic target replacement","sulfonamide resistant sul",816,4.94611974136463
"3105","LKMG003-291.allele_mapping_data.txt","mel","Streptococcus pyogenes",117,18.93,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,387.697819332975
"3106","LKMG003-291.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",1,22,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,2.04459661041213
"3107","LKMG003-291.allele_mapping_data.txt","mtrC","Neisseria meningitidis",8,16.56,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1239,26.0599432377952
"3108","LKMG003-291.allele_mapping_data.txt","mtrA","Neisseria gonorrhoeae",3,17.33,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",906,13.3643500296475
"3109","LKMG003-291.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",4,15,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,13.6930745002665
"3110","LKMG003-291.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",5,20.2,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,13.6444682520404
"3111","LKMG003-291.allele_mapping_data.txt","emrA","Escherichia coli",1,11,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1173,3.44077895051452
"3112","LKMG003-291.allele_mapping_data.txt","mtrD","Neisseria meningitidis",29,15.53,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,36.5308918725507
"3113","LKMG003-291.allele_mapping_data.txt","patA","Streptococcus pneumoniae",159,20.3,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,378.601392167323
"3114","LKMG003-291.allele_mapping_data.txt","patB","Streptococcus pneumoniae",160,20.42,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,365.458626730371
"3115","LKMG003-291.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",69,20.51,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,232.071938264828
"3116","LKMG003-291.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",63,18.69,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,299.493667448849
